id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
840064540025416119,Rental unit in Newark · ★4.60 · 2 bedrooms · 2 beds · 1 bath,387270699,Bryant,,West,40.73877,-74.23762,Entire home/apt,120,5,10,2023-12-03,1.22,4,172,10,
840232339647295059,Rental unit in Newark · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,479662795,Sal Cor,,West,40.748723,-74.23349999999999,Entire home/apt,293,2,5,2023-10-16,1.08,2,360,5,
840703469054568355,Rental unit in Newark · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,328804258,Franklyn,,West,40.743924842925,-74.20903824269772,Private room,55,3,5,2023-10-22,0.61,8,363,5,
841360536321063242,Home in Newark · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,503809647,Goldstreet,,South,40.71956,-74.19805,Private room,41,30,11,2023-11-12,1.34,2,220,11,
841510805198565343,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75817,-74.1882,Private room,50,14,0,,,43,364,0,
842109584600182996,Rental unit in Newark · ★4.77 · 1 bedroom · 1 bed · 1 bath,54348815,Ivan,,South,40.70636,-74.21233,Entire home/apt,87,2,61,2023-12-09,6.20,1,0,61,
842738264401678861,Condo in Newark · 2 bedrooms · 3 beds · 2 baths,23719580,Cj,,East,40.72563,-74.18095,Entire home/apt,130,31,0,,,1,210,0,
842925719184132378,Home in Newark · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,392898151,Jaunt,,North,40.75957,-74.1725,Private room,41,1,5,2023-11-20,0.53,41,348,5,
843795482176765912,Rental unit in Newark · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,326249843,C&W Capital,,North,40.769773030116006,-74.17083438311356,Private room,40,3,64,2023-12-21,6.83,5,7,64,
844259753412979599,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75477,-74.18866,Private room,30,14,3,2023-10-04,0.33,43,350,3,
844269155633376666,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75621,-74.18844,Private room,30,14,1,2023-07-10,0.17,43,364,1,
844288858211387616,Place to stay in Newark · ★5.0 · 1 bed · 2 baths,68679818,Will,,North,40.78202,-74.16572,Entire home/apt,650,1,5,2023-12-02,0.82,1,364,5,
845581719195386817,Home in Newark · ★4.30 · 1 bedroom · 1 bed · 1 shared bath,392898151,Jaunt,,Central,40.75625,-74.1706,Private room,41,1,10,2023-10-09,1.21,41,361,10,
846314721656305391,Rental unit in Newark · 1 bedroom · 1 bed · 1 private bath,444353666,Vivian,,Central,40.74884659125964,-74.17965901526436,Private room,48,1,0,,,1,360,0,
847097883688648162,Home in Newark · ★3.67 · 1 bedroom · 1 bed · 1 private bath,471704462,Gregory,,South,40.71519,-74.21153,Private room,34,1,9,2023-11-02,1.07,2,86,9,
847128847562798228,Home in Newark · ★3.91 · 1 bedroom · 1 bed · 1 shared bath,471704462,Gregory,,South,40.71457,-74.20982,Private room,38,1,11,2023-11-05,1.60,2,84,11,
848618581055984517,Home in Newark · ★3.92 · 1 bedroom · 1 bed · 1 shared bath,392898151,Jaunt,,Central,40.7557,-74.17224,Private room,40,1,12,2023-11-24,1.28,41,360,12,
848633567397461191,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75642,-74.18733,Private room,50,14,0,,,43,356,0,
848636252589261211,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,392898151,Jaunt,,Central,40.75605,-74.17232,Private room,36,1,2,2023-04-08,0.21,41,332,2,
848713398489064804,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75668769571269,-74.18913354626766,Private room,32,90,0,,,65,364,0,
848715527233506185,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75644,-74.18844,Private room,30,7,2,2023-05-30,0.26,43,364,2,
848816574870712348,Rental unit in Newark · 3 bedrooms · 4 beds · 1 bath,79153497,Natalie,,East,40.72635,-74.15073,Entire home/apt,119,2,2,2023-05-15,0.24,9,362,2,
849246360000396924,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75827,-74.18828,Private room,35,14,0,,,43,347,0,
849516272367864814,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,502167685,Adenike,,West,40.7457151,-74.2094413,Private room,50,1,3,2023-11-12,0.34,4,362,3,
849520433563143752,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,502167685,Adenike,,West,40.74651,-74.20986,Private room,50,1,1,2023-05-05,0.12,4,361,1,
849525618563353606,Serviced apartment in Newark · ★4.47 · 3 bedrooms · 3 beds · 2 baths,502167685,Adenike,,West,40.7457151,-74.2094413,Entire home/apt,189,1,15,2023-11-19,1.58,4,362,15,
850041961602649622,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75733,-74.18792,Private room,30,14,1,2023-04-30,0.12,43,364,1,
850114675537423370,Rental unit in Newark · ★4.78 · 1 bedroom · 4 beds · 1 bath,44008190,Sojourney,,Central,40.7341385,-74.17605530000002,Entire home/apt,208,1,32,2023-12-29,3.62,16,347,32,
850215429311715411,Rental unit in Newark · ★4.86 · 3 bedrooms · 3 beds · 2 baths,505275682,Stevenson,,North,40.76537,-74.16237,Entire home/apt,170,1,63,2023-12-16,7.38,1,4,63,
850620724377015058,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75442,-74.18883,Private room,36,14,2,2023-09-23,0.23,43,346,2,
850896332603846324,Home in Newark · ★4.43 · 3 bedrooms · 3 beds · 1 bath,268365713,Hassan,,South,40.71538,-74.21527,Entire home/apt,250,1,7,2023-11-13,1.02,3,363,7,
851478231520492844,Rental unit in Newark · ★4.50 · 4 bedrooms · 5 beds · 1 bath,268365713,Hassan,,South,40.71513,-74.21354,Entire home/apt,195,1,9,2023-11-26,1.16,3,0,9,
851618184851731854,Home in Newark · ★4.83 · 3 bedrooms · 3 beds · 2 baths,449015908,Charlene,,North,40.7686113,-74.1608737,Entire home/apt,200,2,12,2023-12-04,1.60,2,362,12,
851650648533985469,Rental unit in Newark · ★4.50 · 1 bedroom · 1 bed · 1 private bath,502167685,Adenike,,West,40.7457151,-74.2094413,Private room,60,1,12,2023-11-23,1.33,4,362,12,
851732987855224825,Home in Newark · ★4.67 · 3 bedrooms · 5 beds · 2 baths,506354031,Anthony,,South,40.71502,-74.21851,Entire home/apt,183,1,21,2023-12-06,2.38,1,355,21,
852226444346169990,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.7565,-74.18913,Private room,30,14,1,2023-07-01,0.16,43,352,1,
852425945414220867,Home in Newark · ★4.71 · 1 bedroom · 2 beds · 1 shared bath,247824262,Yuki Mark,,East,40.72815,-74.15832,Private room,69,1,35,2023-12-10,3.86,8,174,35,
852983546102307373,Home in Newark · ★4.20 · 1 bedroom · 1 bed · 1.5 shared baths,91207866,Nicholas,,West,40.74034,-74.22989,Private room,46,1,10,2023-12-30,1.24,1,363,10,
853813998435569076,Rental unit in Newark · 1 bedroom · 1 bed · 1 private bath,200381479,L G,,North,40.77345,-74.17994,Private room,50,30,0,,,4,303,0,
853823742629533092,Rental unit in Newark · 1 bedroom · 1 bed · 1 private bath,200381479,L G,,North,40.77553,-74.17989,Private room,50,30,0,,,4,363,0,
853830691044109295,Rental unit in Newark · 1 bedroom · 1 bed · 1 private bath,200381479,L G,,North,40.77408,-74.17859,Private room,50,10,1,2023-06-30,0.16,4,267,1,
855876896107926784,Home in Newark · 2 bedrooms · 2 beds · 1 bath,480222081,Aj,,Central,40.75414,-74.1879,Entire home/apt,175,14,0,,,43,364,0,
856607270921113673,Rental unit in Newark · ★4.27 · 1 bedroom · 1 bed · 1 bath,48869670,Andres,,East,40.73193759999999,-74.164067,Entire home/apt,111,5,11,2023-10-16,1.23,6,364,11,
857237833527564172,Rental unit in Newark · 2 bedrooms · 2 beds · 1 bath,289189993,Johnson,,South,40.72316,-74.19223,Entire home/apt,240,4,0,,,9,0,0,
857956605603126577,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,480222081,Aj,,Central,40.75793,-74.18719,Private room,30,14,1,2023-09-20,0.29,43,364,1,
858054869357442590,Rental unit in Newark · ★3.0 · 3 bedrooms · 3 beds · 2 baths,499439855,Chidi,,South,40.71179,-74.21394,Entire home/apt,177,1,4,2023-12-10,0.56,5,363,4,
858684382175988241,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75718,-74.18775,Private room,30,90,2,2023-06-10,0.27,65,365,2,
858714849615376880,Rental unit in Newark · ★4.67 · 2 bedrooms · 3 beds · 1 bath,353453114,Zee,,West,40.73533,-74.23915,Entire home/apt,167,2,6,2023-11-25,0.80,8,363,6,
858949824883106586,Rental unit in East Orange · ★4.71 · 2 bedrooms · 2 beds · 1 bath,468155492,Kelly-Ann,,West,40.7569,-74.1954,Entire home/apt,120,2,17,2023-09-10,1.86,1,304,17,
859593289873808638,Rental unit in Newark · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,424584754,Budget BNB,,South,40.71223,-74.22246,Private room,57,3,9,2023-10-12,1.02,9,0,9,
859994804136859994,Rental unit in Newark · ★4.07 · 2 bedrooms · 2 beds · 1 bath,392217081,Boyer Partners,,West,40.74243,-74.20189,Entire home/apt,99,1,15,2023-12-03,1.68,2,175,15,
860998665651018569,Rental unit in Newark · ★4.94 · 1 bedroom · 1 bed · 1 bath,187166356,Michael,,East,40.7346499,-74.1722152,Entire home/apt,161,1,17,2023-12-26,2.48,3,357,17,
861109609144428870,Home in Newark · 1 bedroom · 1 bed · 1 bath,374472596,Akeem,,South,40.71078,-74.21448,Entire home/apt,,1,0,,,1,328,0,
861695503970364287,Rental unit in Newark · ★4.63 · 1 bedroom · 1 bed · 1 bath,187166356,Michael,,East,40.7346499,-74.1722152,Entire home/apt,137,1,8,2023-12-17,1.18,3,301,8,
862168096056047811,Rental unit in Newark · ★4.86 · 1 bedroom · 2 beds · 1 bath,253489636,Kis,,Central,40.73487,-74.17677,Entire home/apt,147,1,29,2023-12-16,3.66,1,362,29,
863187954538002710,Home in Newark · ★5.0 · 2 bedrooms · 2 beds · 1 bath,454453721,Chester,,North,40.77338,-74.18324,Entire home/apt,120,14,3,2023-10-28,0.63,1,105,3,
864584567901885499,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,351921122,Myles,,South,40.71884,-74.18965,Private room,56,7,5,2023-10-31,0.68,1,349,5,
864663148418108357,Rental unit in Newark · ★4.83 · 2 bedrooms · 5 beds · 1 bath,376444819,Creating Real,,Central,40.73449,-74.17689,Entire home/apt,256,1,40,2023-12-08,4.80,10,359,40,
865301007041174709,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,21500972,Hady,,Central,40.7441851,-74.1842025,Private room,30,30,3,2023-10-09,0.51,5,285,3,
866777338921239923,Rental unit in Newark · ★3.63 · 1 bedroom · 1 bed · 2 baths,507553023,Myrun,,South,40.71195,-74.20766,Private room,163,1,8,2023-11-11,1.68,12,364,8,
866783937076290026,Rental unit in Newark · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,507553023,Myrun,,South,40.71169,-74.20899,Private room,85,1,6,2023-12-06,1.59,12,364,6,
866790397659557146,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,507553023,Myrun,,South,40.71127,-74.20899,Private room,78,1,7,2023-12-10,1.35,12,364,7,
866793282019080518,Rental unit in Newark · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,507553023,Myrun,,South,40.71193,-74.20838,Private room,78,1,4,2023-10-20,0.85,12,364,4,
867388303087463688,Rental unit in Newark · 1 bedroom · 1 bed · 2 baths,21500972,Hady,,Central,40.74450242859157,-74.18465877097006,Private room,50,30,0,,,5,150,0,
867388527941041276,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,21500972,Hady,,Central,40.74317,-74.18508,Private room,40,30,2,2023-09-17,0.43,5,238,2,
867671885166568086,Rental unit in Newark · ★5.0 · 1 bedroom · 2 beds · 1 bath,476191949,Antione,,Central,40.73649,-74.16907,Entire home/apt,128,3,20,2023-12-14,2.55,4,356,20,
869764380108602117,Rental unit in Newark · ★4.25 · 2 bedrooms · 3 beds · 1 bath,234126739,Samuel,,Central,40.7335755,-74.2025817,Entire home/apt,110,2,11,2023-10-09,1.34,1,0,11,
871036339855465968,Rental unit in Newark · ★4.88 · 4 bedrooms · 5 beds · 2 baths,353453114,Zee,,West,40.73561,-74.23911,Entire home/apt,378,2,15,2023-12-28,2.00,8,0,15,
871735017334060501,Rental unit in Newark · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,510500336,Aime,,South,40.71751,-74.20748,Private room,57,1,30,2023-12-24,3.66,3,362,30,
871777108589292693,Home in Newark · ★4.98 · 1 bedroom · 4 beds · 1 bath,148715402,Earnest,,Central,40.72780401680603,-74.17424362152815,Entire home/apt,114,1,58,2023-12-23,7.31,1,351,58,
871779205622510937,Rental unit in Newark · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,510500336,Aime,,South,40.71792,-74.20758,Private room,62,1,10,2023-12-26,1.24,3,267,10,
871920182310913577,Rental unit in Newark · ★4.86 · 1 bedroom · 1 bed · 1 private bath,510500336,Aime,,South,40.7187,-74.20702,Private room,71,2,21,2023-12-17,2.48,3,363,21,
872649934821198354,Rental unit in Newark · ★4.79 · 1 bedroom · 2 beds · 1 bath,495315926,Decardo,,Central,40.73438,-74.17533,Entire home/apt,122,2,18,2023-10-20,2.28,1,0,18,
873100022225033659,Rental unit in Newark · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,507553023,Myrun,,South,40.71143,-74.20759,Private room,70,1,9,2023-12-29,1.07,12,364,9,
873111803540657134,Rental unit in Newark · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,507553023,Myrun,,South,40.71344,-74.20748,Private room,77,1,10,2023-10-29,1.21,12,364,10,
873148089820746426,Rental unit in Newark · ★4.80 · 2 bedrooms · 3 beds · 2 baths,439583593,Maite,,East,40.730856,-74.161485,Entire home/apt,135,1,56,2023-12-26,7.74,7,275,56,
873247050753398575,Rental unit in Newark · ★4.90 · 2 bedrooms · 3 beds · 1 bath,440761965,Keely,,Central,40.7341385,-74.17605530000002,Entire home/apt,264,3,9,2023-12-28,1.19,2,0,9,
873323035064153354,Rental unit in Newark · ★4.67 · 2 bedrooms · 3 beds · 2 baths,439583593,Maite,,East,40.730856,-74.161485,Entire home/apt,126,1,51,2023-12-25,6.99,7,271,51,
874682040667565786,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,236804347,Friday,,South,40.71743,-74.20575,Private room,74,1,8,2023-12-02,0.97,12,346,8,
874689695270306544,Rental unit in Newark · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,236804347,Friday,,South,40.71757,-74.20446,Private room,69,1,5,2023-10-28,0.63,12,0,5,
876228621775370007,Rental unit in Newark · ★4.70 · 1 bedroom · 1 bed · 1 bath,511435046,EgySky,,Central,40.756198,-74.17594679999999,Entire home/apt,90,2,9,2023-12-19,1.60,2,0,9,
877925747698465922,Rental unit in Newark · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,423946675,Gbemisola,,West,40.7396699,-74.2084516,Private room,70,1,45,2023-12-13,5.77,1,0,45,
878520688802696609,Loft in Newark · ★4.68 · 2 bedrooms · 4 beds · 1 bath,322917818,Liz,,Central,40.72921,-74.18002,Entire home/apt,121,3,19,2023-12-16,2.33,4,60,19,
878902673716846429,Home in Newark · ★4.86 · 3 bedrooms · 4 beds · 2.5 baths,121680792,Evolve,,Central,40.72982,-74.1804,Entire home/apt,333,2,7,2023-11-25,1.02,12,363,7,
879190373020858413,Home in Newark · ★4.93 · 2 bedrooms · 2 beds · 1 bath,512104024,Matthew,,West,40.7398046,-74.2064453,Entire home/apt,145,2,27,2023-12-29,3.38,2,0,27,
879638650387998792,Rental unit in Newark · ★4.58 · 3 bedrooms · 3 beds · 2 baths,121680792,Evolve,,South,40.72872,-74.2103,Entire home/apt,163,2,12,2023-12-03,1.73,12,363,12,
879638672057295822,Home in Newark · ★3.67 · 3 bedrooms · 3 beds · 2 baths,121680792,Evolve,,South,40.72872,-74.2103,Entire home/apt,163,2,9,2023-11-26,1.13,12,357,9,
879779473789757267,Home in Newark · ★4.84 · 3 bedrooms · 4 beds · 1.5 baths,512225283,Ashley,,North,40.78,-74.15901,Entire home/apt,236,2,24,2023-12-17,3.10,1,0,24,
879799821972958787,Rental unit in Newark · ★4.64 · 2 bedrooms · 3 beds · 1 bath,145261607,Nayleth Isabel,,North,40.77934,-74.15708,Entire home/apt,171,1,35,2023-12-18,4.71,2,0,35,
880700792542242864,Rental unit in Newark · ★4.83 · Studio · 3 beds · 1 bath,44008190,Sojourney,,East,40.7346499,-74.1722152,Entire home/apt,148,1,12,2023-12-24,2.86,16,363,12,
880974284770532338,Home in Newark · 2 bedrooms · 2 beds · 1 bath,92856476,Aminot,,South,40.72382,-74.19381,Entire home/apt,170,4,1,2023-07-16,0.18,22,357,1,
880977599821156706,Rental unit in Newark · 2 bedrooms · 2 beds · 1 bath,92856476,Aminot,,West,40.74093,-74.20973,Entire home/apt,189,4,0,,,22,358,0,
881867754831799143,Rental unit in Newark · ★4.60 · 2 bedrooms · 2 beds · 1 bath,163145158,Octavia,,South,40.71799094720793,-74.20584378381457,Entire home/apt,115,1,10,2023-12-24,3.61,1,352,10,
882126875626560871,Rental unit in Newark · ★4.87 · 1 bedroom · 3 beds · 1 bath,512719719,SuiteDreams And Co,,Central,40.73528,-74.17677,Entire home/apt,107,1,30,2023-12-17,4.33,1,0,30,
882141513204921956,Rental unit in Newark · 1 bedroom · 1 bed · 3 baths,328804258,Franklyn,,West,40.7476075,-74.2064453,Private room,67,3,2,2023-12-11,0.25,8,352,2,
882750330826533704,Rental unit in Newark · ★5.0 · 1 bedroom · 2 beds · 1 bath,394592328,LLR Co-Hosted By Naeemah,,East,40.735500380008176,-74.16889306229305,Entire home/apt,138,2,2,2023-12-01,0.44,2,0,2,
883395422339360651,Rental unit in Newark · ★4.25 · 3 bedrooms · 3 beds · 1 bath,499439855,Chidi,,South,40.71341,-74.20352,Entire home/apt,180,2,12,2023-11-05,1.80,5,363,12,
883483877451234931,Home in Newark · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,512920972,Toyin,,West,40.7475598,-74.198374,Private room,40,1,18,2023-12-23,2.42,3,83,18,
884330037247552076,Rental unit in Newark · ★4.0 · 1 bedroom · 1 bed · 3.5 baths,328804258,Franklyn,,West,40.74712,-74.20591,Private room,50,3,3,2023-09-05,0.40,8,364,3,
884717645231569818,Rental unit in Newark · ★4.33 · 1 bedroom · 1 bed · 1 bath,507553023,Myrun,,South,40.71348,-74.20863,Private room,73,1,6,2023-10-07,1.29,12,361,6,
884743682513281309,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,245806453,Marissa,,West,40.74417,-74.19593,Private room,45,1,0,,,1,363,0,
884852037003122296,Rental unit in Newark · ★4.60 · Studio · 1 bed · 1 bath,440761965,Keely,,East,40.7346499,-74.1722152,Entire home/apt,136,3,10,2023-12-11,2.44,2,352,10,
885093437740308426,Rental unit in Newark · ★3.78 · Studio · 2 beds · 1 bath,395922001,Horizon,,East,40.73291,-74.17343,Entire home/apt,106,2,18,2023-12-13,2.56,1,139,18,
885136711019677981,Home in Newark · ★4.95 · 3 bedrooms · 5 beds · 2 baths,121680792,Evolve,,West,40.74979,-74.19635,Entire home/apt,255,2,19,2023-12-18,2.48,12,0,19,
887725633611409777,Home in Newark · 2 bedrooms · 4 beds · 1 bath,410591250,Bashon,,South,40.72542,-74.20875,Entire home/apt,340,5,0,,,2,364,0,
887777938324709965,Rental unit in Newark · 3 bedrooms · 2 beds · 2 baths,92856476,Aminot,,West,40.74103,-74.19328,Entire home/apt,243,3,2,2023-07-31,0.26,22,363,2,
889380975151749765,Rental unit in Newark · ★4.67 · 1 bedroom · 1 bed · 1 bath,241865951,Vanessa,,Central,40.75421138390457,-74.18577739001906,Entire home/apt,91,1,9,2023-10-29,2.05,1,234,9,
889474711737494821,Home in Newark · 6 bedrooms · 10 beds · 3 baths,488107084,Km Estates,,South,40.71243,-74.22366,Entire home/apt,638,2,2,2023-09-24,0.39,3,360,2,
890051662493754581,Rental unit in Newark · ★4.94 · 2 bedrooms · 3 beds · 1 bath,505390723,S,,Central,40.74982,-74.17099,Entire home/apt,253,2,16,2023-12-26,2.15,5,363,16,
890498444802587007,Rental unit in Newark · ★4.95 · 1 bedroom · 1 bed · 1 bath,505390723,S,,Central,40.74986,-74.16965,Entire home/apt,173,2,22,2023-12-18,2.95,5,361,22,
890633016878826754,Rental unit in Newark · ★4.92 · 2 bedrooms · 3 beds · 1 bath,505390723,S,,Central,40.7479,-74.171,Entire home/apt,253,2,12,2023-12-11,1.94,5,362,12,
890637043333697021,Rental unit in Newark · ★5.0 · 2 bedrooms · 3 beds · 1 bath,505390723,S,,Central,40.74811,-74.1688,Entire home/apt,260,2,9,2023-12-12,3.21,5,361,9,
890642718710582033,Rental unit in Newark · ★4.95 · 1 bedroom · 1 bed · 1 bath,505390723,S,,Central,40.74864,-74.17111,Entire home/apt,133,2,20,2023-12-08,2.73,5,0,20,
890736433427212593,Home in Newark · 1 bedroom · 1 bed · 1 bath,480222081,Aj,,Central,40.75424,-74.18987,Private room,31,14,2,2023-08-06,0.29,43,364,2,
890863781117349329,Rental unit in Newark · ★5.0 · 2 bedrooms · 2 beds · 1 bath,514624723,Thaddeus,,South,40.71911,-74.20375,Entire home/apt,173,1,6,2023-11-26,1.22,2,74,6,
891542754719044567,Rental unit in Newark · ★4.18 · 1 bedroom · 1 bed · 1 bath,341329541,Marcilene,,South,40.68902,-74.19997,Private room,42,1,17,2023-12-06,2.46,20,362,17,
891989513592680197,Home in Newark · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,514867901,Gloria,,North,40.77220791165829,-74.17971763784828,Private room,43,7,9,2023-12-02,1.97,2,177,9,
892504771211728377,Rental unit in Newark · 2 bedrooms · 2 beds · 2 baths,92856476,Aminot,,West,40.73928,-74.19379,Entire home/apt,231,3,1,2023-10-03,0.33,22,363,1,
893655432690144084,Guesthouse in Newark · ★4.32 · 1 bedroom · 3 beds · 1 shared bath,247824262,Yuki Mark,,East,40.73,-74.15919,Private room,70,1,22,2023-11-04,3.01,8,363,22,
894494965163984329,Rental unit in Newark · ★5.0 · 2 bedrooms · 3 beds · 2 baths,119838291,Nicole,,West,40.73844,-74.20877,Entire home/apt,243,2,4,2023-12-17,1.20,1,0,4,
895166008644347481,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,365092646,D D,,South,40.7114538,-74.2238717,Private room,75,2,3,2023-07-31,0.41,2,172,3,
895227056534205771,Home in Newark · ★4.96 · 3 bedrooms · 4 beds · 2 baths,173699608,Michael,,West,40.73803,-74.2076,Entire home/apt,176,2,46,2023-12-28,6.51,1,162,46,
895526851857524391,Rental unit in Newark · 2 bedrooms · 2 beds · 1 bath,92856476,Aminot,,West,40.74106,-74.19488,Entire home/apt,190,3,2,2023-10-01,0.48,22,364,2,
896047967831535513,Rental unit in Newark · ★4.64 · 1 bedroom · 1 bed · 1 bath,145264907,The Elite List,,East,40.7346499,-74.1722152,Entire home/apt,118,1,11,2023-12-05,1.56,3,342,11,
897185640223286492,Rental unit in Newark · ★3.0 · 1 bedroom · 1 bed · 1 bath,415966264,Ireneusz,,Central,40.729,-74.1812,Entire home/apt,59,1,4,2023-09-04,0.57,1,332,4,
897231268065232526,Home in Newark · ★4.80 · 1 bedroom · 1 bed · 1 bath,52659070,Adrienne,,Central,40.75828,-74.18889,Private room,30,90,5,2023-10-21,0.77,65,365,5,
897272210384112230,Home in Newark · 1 bedroom · 1 bed · 1 bath,52659070,Adrienne,,Central,40.75659,-74.18752,Private room,30,90,1,2023-08-15,0.21,65,363,1,
897312442924611520,Home in Newark · 1 bedroom · 1 bed · 1 bath,52659070,Adrienne,,Central,40.75657,-74.18716,Private room,35,29,0,,,65,334,0,
897567454939575781,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,379560163,Oluwaseyi,,South,40.7125,-74.20934,Private room,80,5,2,2023-09-18,0.28,7,238,2,
897606692897360452,Home in Newark · ★4.88 · 4 bedrooms · 5 beds · 2 baths,66623862,Adaure,,Central,40.74530409956105,-74.18470311101537,Entire home/apt,236,2,16,2023-12-17,3.72,9,0,16,
897924514970984126,Home in Newark · ★4.56 · 2 bedrooms · 2 beds · 1 bath,436080245,Ayodele,,South,40.7142593033625,-74.20718582338063,Entire home/apt,117,1,16,2023-12-17,4.32,1,360,16,
898376682390364492,Rental unit in Newark · 2 bedrooms · 2 beds · 1 bath,289189993,Johnson,,West,40.73924,-74.19366,Entire home/apt,180,5,2,2023-06-18,0.28,9,364,2,
898497941508087945,Rental unit in Newark · 3 bedrooms · 3 beds · 2 baths,12867727,Angela,,South,40.7229034,-74.1988703,Entire home/apt,94,15,1,2023-12-02,1,1,143,1,
898610278199735514,Rental unit in Newark · 3 bedrooms · 4 beds · 2 baths,46700678,Sayo,,South,40.7213162,-74.2178849,Entire home/apt,204,1,0,,,3,319,0,
898659954344489054,Rental unit in Newark · 2 bedrooms · 3 beds · 1 bath,46700678,Sayo,,South,40.7213162,-74.2178849,Private room,100,1,2,2023-11-26,0.28,3,339,2,
899166899085860194,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,46700678,Sayo,,South,40.7213162,-74.2178849,Private room,100,1,0,,,3,326,0,
900078072417499874,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,379560163,Oluwaseyi,,South,40.71066,-74.20874,Private room,70,5,2,2023-09-19,0.32,7,280,2,
901248298101729889,Rental unit in Newark · 1 bedroom · 1 bed · 2 shared baths,475845208,Nwacgodson,,South,40.70838453161214,-74.21303138136864,Private room,81,3,0,,,12,362,0,
902738003996363006,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,477094264,Dashon,,South,40.71979,-74.20726,Private room,50,1,6,2023-09-10,0.86,5,0,6,
902750669720820754,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,477094264,Dashon,,South,40.71841,-74.20801,Private room,38,1,14,2023-08-23,1.99,5,132,14,
903221693924656953,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,21500972,Hady,,Central,40.743,-74.18397,Private room,40,28,2,2023-06-10,0.28,5,211,2,
903819392118669725,Rental unit in Newark · ★4.20 · 1 bedroom · 1 bed · 1 bath,446586646,Samuel,,Central,40.73606,-74.17318,Entire home/apt,106,2,5,2023-11-19,0.77,3,190,5,
904527826918768991,Rental unit in Newark · ★4.88 · 1 bedroom · 1 bed · 1 bath,512920972,Toyin,,West,40.74731,-74.19732,Private room,40,1,8,2023-12-22,1.70,3,361,8,
904583142746084631,Rental unit in Newark · 2 bedrooms · 2 beds · 1 bath,92856476,Aminot,,West,40.74082,-74.19383,Entire home/apt,190,3,2,2023-09-24,0.47,22,360,2,
904592773273408798,Home in Newark · 1 bedroom · 1 bed · 1 bath,480222081,Aj,,Central,40.75643,-74.18875,Private room,30,14,1,2023-07-06,0.17,43,364,1,
904645099241635581,Rental unit in Newark · ★4.33 · 1 bedroom · 1 bed · 2 shared baths,289204368,Nwacgodson Enterprises,,South,40.70937,-74.21392,Private room,53,4,3,2023-09-10,0.44,13,363,3,
